 cpt#    psproj# nr.coll deposition site x,y,z
                         (Angs)
   1       20883  218    0.122255E+03 -0.468795E+02  0.118565E+03
   2       20887   13    0.464926E+01 -0.200741E+02  0.341975E+01
   1       20888  207    0.236719E+02  0.784205E+02 -0.302688E+02
   1       20890  220    0.793318E+02 -0.165546E+03  0.564754E+02
   2       20893    9    0.110741E+02 -0.770844E+01 -0.747965E+01
   1       20894  225    0.880969E+02 -0.124554E+02  0.123487E+03
   1       20896  218    0.572556E+02 -0.184853E+02 -0.816455E+02
   2       20897   12    0.151721E+02 -0.167727E+02  0.783665E+01
   1       20901  224    0.550940E+02 -0.147522E+03  0.157478E+03
   1       20904  217    0.114509E+03 -0.354941E+02 -0.263372E+01
   1       20905  213    0.964824E+02 -0.114210E+03  0.284616E+02
   2       20909   11    0.105264E+02 -0.139815E+02  0.708731E+01
   2       20912   10    0.146399E+01 -0.138004E+02 -0.641886E+00
   2       20918   13    0.903356E+01 -0.293445E+02  0.916643E-01
   2       20919   15    0.939400E+01 -0.194518E+02  0.168789E+02
   2       20920   15    0.128519E+02 -0.250323E+02 -0.229337E+01
   2       20922   14    0.159197E+02 -0.185630E+02  0.697144E+01
   1       20932  214    0.126971E+03 -0.675588E+02 -0.181271E+03
   1       20933  209    0.729484E+02  0.684595E+01  0.130008E+02
   2       20934   19    0.216456E+02 -0.230662E+02  0.146253E+02
   2       20935   13    0.102983E+02 -0.863962E+01  0.203665E+01
   2       20937   10    0.921672E+01 -0.965268E+00  0.115665E+01
   1       20939  201    0.391498E+02  0.128670E+02 -0.428786E+02
   2       20940   11    0.105106E+02 -0.511507E+01 -0.151288E+01
   1       20941  203    0.875761E+02 -0.104953E+03  0.753143E+02
   2       20942   15    0.693943E+01 -0.154496E+02  0.122313E+02
   2       20944   12    0.166941E+02 -0.789452E+01  0.879642E+01
   2       20946   12    0.138211E+02 -0.446621E+01 -0.193589E+01
   1       20948  229    0.865398E+02  0.248129E+02  0.859330E+01
   1       20949  211    0.297167E+02 -0.104318E+00 -0.154046E+02
   1       20950  224    0.887079E+02 -0.199546E+03  0.285789E+02
   1       20954  226    0.206431E+02 -0.122134E+03 -0.291841E+02
   2       20955   16    0.669547E+01 -0.271474E+02  0.119273E+02
   2       20956   15    0.127221E+02 -0.199543E+02  0.424524E+01
   2       20958   14    0.216928E+02 -0.230493E+02 -0.714077E+01
   2       20959   19    0.119204E+02 -0.270989E+01 -0.155311E+02
   1       20960  221    0.703134E+02  0.370220E+02 -0.216047E+02
   2       20962   20    0.307288E+01 -0.326225E+02  0.112154E+02
   2       20967   20    0.272678E+02 -0.177342E+02  0.889819E+01
   2       20969   14    0.116260E+02 -0.100155E+02 -0.140675E+02
   1       20971  232    0.175653E+03 -0.894440E+01 -0.341213E+02
   1       20973  225    0.129711E+03  0.166210E+02 -0.779908E+02
   1       20974  216    0.127620E+03  0.476314E+01 -0.102857E+01
   1       20980  219    0.571925E+02  0.628752E+02  0.429728E+02
   1       20981  234    0.166473E+03 -0.139725E+03 -0.648966E+02
   2       20984   20    0.217533E+02 -0.177369E+02 -0.924659E+01
   2       20990    9    0.709276E+01 -0.149717E+02 -0.426305E+01
   2       20991   17    0.129222E+02 -0.285636E+02 -0.195153E+00
   1       20995  231    0.210024E+03  0.973990E+02  0.338581E+02
   2       20997   10    0.996921E+01 -0.162481E+02 -0.253698E+01
   2       21001   13    0.112235E+02 -0.208013E+02  0.150306E+01
   1       21003  230    0.204973E+03 -0.142185E+01  0.897238E+02
   1       21006  210    0.200198E+03  0.461169E+02  0.365090E+02
   1       21007  226    0.159810E+03  0.424474E+02  0.559447E+02
   2       21008   14    0.686258E+01 -0.238143E+02 -0.171176E+02
   2       21009    9    0.494034E+01 -0.225909E+02  0.213856E+01
   2       21011   17    0.131754E+02  0.861309E+01  0.948602E+01
   2       21014   21    0.251581E+02 -0.139144E+02 -0.199266E+02
   1       21015  236    0.192982E+03 -0.157060E+03 -0.208526E+03
   1       21021  212    0.766209E+02  0.341431E+02  0.933537E+02
   2       21033   16    0.136476E+02 -0.224891E+02 -0.124233E+02
   1       21034  227    0.355917E+02 -0.688544E+02  0.678710E+02
   1       21035  224    0.655072E+02 -0.911377E+02 -0.411976E+02
   1       21036  225    0.116427E+03  0.765097E+01 -0.147629E+02
   1       21039  225    0.912583E+02 -0.116649E+03 -0.955788E+02
   1       21040  209    0.474883E+02 -0.175828E+03  0.436641E+02
   1       21041  220    0.579976E+02 -0.261191E+02 -0.741896E+02
   1       21043  225    0.195235E+02 -0.100749E+01  0.196186E+03
   2       21044   10    0.119431E+02 -0.170919E+02 -0.386206E+00
   1       21045  226    0.105960E+03 -0.118278E+03  0.161519E+02
   2       21046   20    0.107971E+02 -0.133276E+02 -0.581110E+01
   1       21047  224    0.130909E+03 -0.475530E+02  0.161328E+03
   2       21048    9    0.119804E+02 -0.116803E+02  0.919143E+01
   2       21049   13    0.135491E+02 -0.662376E+01  0.841558E+01
   1       21050  228    0.694742E+02 -0.414680E+02  0.408096E+01
   2       21055   16    0.113068E+02 -0.191644E+02 -0.806053E+01
   2       21056   11    0.120042E+02 -0.589587E+01  0.504635E+00
   2       21057    9    0.816188E+01 -0.115494E+02 -0.343353E+00
   1       21058  216    0.157649E+03 -0.797544E+02 -0.836621E+02
   2       21060   16    0.476033E+01 -0.253477E+02 -0.153429E+02
   2       21064   13    0.543067E+01 -0.265123E+02 -0.610052E+01
   2       21065   11    0.629685E+01 -0.638667E+00 -0.365235E+01
   2       21066   19    0.222422E+02 -0.150102E+02  0.164389E+02
   2       21069    5    0.255221E+01 -0.748986E+01 -0.654739E+01
   1       21072  222    0.700672E+02 -0.234200E+02  0.289851E+02
   1       21073  212    0.693029E+02 -0.190919E+02  0.846588E+02
   2       21076   10    0.730530E+01 -0.622569E+01 -0.505365E+01
   2       21077    6    0.670094E+01 -0.611445E+01  0.492813E+01
   2       21078   21    0.357476E+01 -0.132647E+02  0.150748E+02
   1       21079  220    0.525743E+02 -0.172424E+03 -0.636373E+02
   1       21082  217    0.346968E+02 -0.104823E+03  0.649531E+01
   1       21086  225    0.182622E+02 -0.716783E+02 -0.394545E+02
   2       21088   13    0.187219E+02 -0.127841E+02  0.308020E+01
   2       21090   17    0.185039E+02 -0.210044E+02 -0.403358E+00
   2       21094    7    0.670578E+01 -0.813157E+01 -0.912837E+00
   1       21095  217    0.196368E+03 -0.177537E+02 -0.501150E+02
   1       21096  223    0.346108E+02 -0.273410E+02 -0.102462E+03
   2       21097   15    0.233700E+02 -0.105128E+02 -0.893575E+01
   1       21099  189    0.644205E+02  0.434707E+01  0.470332E+02
   1       21103  216    0.488639E+02 -0.116843E+03  0.760563E+02
   2       21105   14    0.659829E+01 -0.138457E+02 -0.477799E+01
   2       21106   16    0.147270E+02 -0.789036E+01 -0.882590E+01
   1       21114  226    0.744204E+02 -0.415651E+02 -0.357165E+02
   2       21115   16    0.895456E+01  0.268381E+01  0.125297E+01
   1       21119  204    0.191365E+03 -0.278735E+02 -0.298875E+01
   1       21125  218    0.426754E+02 -0.763487E+00  0.911345E+02
   2       21126   13    0.522184E+01 -0.141260E+02  0.633283E+01
   1       21129  220    0.548310E+02 -0.241610E+02 -0.551669E+00
   2       21131   14    0.398864E+01 -0.192706E+02 -0.106824E+02
   1       21135  220    0.310747E+02 -0.313993E+02 -0.327907E+02
   2       21137   15    0.127535E+02 -0.222365E+02  0.444372E+01
   2       21143   11    0.923658E+01 -0.171757E+02  0.379517E+01
   1       21145  213    0.879850E+02  0.388386E+02  0.655321E+02
   1       21147  198    0.116165E+03 -0.932012E+02  0.944748E+02
   1       21149  219    0.187450E+03  0.116091E+03  0.120381E+02
   2       21150   15    0.170009E+01 -0.254611E+02  0.100679E+01
   2       21154    8    0.758150E+01 -0.394805E+01 -0.460927E+01
   1       21155  225    0.619722E+02 -0.777023E+02 -0.211682E+02
   2       21156   12    0.441886E+01 -0.236096E+02  0.437928E+01
   1       21159  218    0.954068E+02  0.543869E+02  0.626212E+02
   2       21160   15    0.950493E+01 -0.274523E+02 -0.345376E+01
   2       21162   20    0.244980E+02 -0.137208E+02  0.158993E+02
   2       21163   14    0.490385E+01 -0.240562E+02  0.101999E+02
   1       21164  220    0.458252E+02 -0.748575E+02 -0.417725E+02
   1       21167  207    0.688796E+02 -0.597882E+02  0.464075E+02
   2       21170   11    0.253300E+01 -0.105146E+02  0.781448E+01
   1       21171  211    0.395716E+02 -0.149188E+03 -0.271853E+02
   2       21175   12    0.389371E+01 -0.141781E+02 -0.112576E+02
   2       21176   13    0.996223E+01 -0.293367E+02  0.243362E+01
   2       21178   21    0.410143E+01 -0.268693E+02 -0.444465E+01
   2       21180   12    0.733986E+01 -0.204911E+02 -0.669499E+01
   2       21182   10    0.248410E+01 -0.228617E+02 -0.434237E+01
   1       21184  207    0.763925E+02  0.445899E+01  0.251683E+01
   1       21186  219    0.223337E+02 -0.132206E+03 -0.101152E+03
   1       21187  220    0.884040E+02 -0.203320E+03  0.505826E+02
   1       21189  220    0.108563E+03 -0.393825E+02 -0.948059E+01
   2       21191   15    0.823637E+01 -0.291684E+02 -0.392119E-01
   1       21192  226    0.491225E+02  0.116012E+03 -0.109054E+03
   2       21196   11    0.124099E+02 -0.199296E+02  0.451849E+01
   2       21198   17    0.950014E+01 -0.348425E+02 -0.229202E+01
   2       21199   11    0.820313E+01 -0.148582E+02  0.501181E+00
   2       21201   11    0.110448E+02 -0.737586E+01 -0.783054E+01
   1       21202  223    0.476813E+02  0.134734E+02 -0.461878E+02
   2       21203   10    0.195976E+01 -0.154975E+02  0.121520E+02
   1       21207  221    0.448048E+02 -0.115434E+03 -0.821711E+02
   1       21208  220    0.158422E+03 -0.199488E+02  0.473811E+02
   2       21210   11    0.771576E+01 -0.154832E+02 -0.208796E+01
   1       21213  220    0.101075E+03 -0.154139E+03 -0.110107E+03
   2       21215   11    0.778624E+01 -0.128535E+02  0.886063E+01
   2       21220   22    0.186920E+02 -0.244961E+02 -0.126689E+02
   1       21221  219    0.936887E+02 -0.204544E+02 -0.870951E+02
   2       21222    7    0.110966E+01 -0.939886E+01  0.836381E+01
   2       21223    3    0.895369E+00 -0.413649E+01  0.151278E+01
   2       21225   16    0.176644E+02 -0.143650E+02 -0.569933E+01
   2       21226   19    0.239295E+02 -0.214606E+02 -0.197706E+02
   1       21229  218    0.647818E+02  0.684807E+01 -0.608037E+02
   1       21231  218    0.551377E+02  0.962223E+02 -0.542307E+02
   2       21234   23    0.623206E+01 -0.141146E+02 -0.176432E+02
   1       21235  229    0.792570E+02 -0.104419E+03  0.281735E+02
   1       21236  224    0.278005E+02 -0.592272E+02 -0.388730E+02
   1       21237  224    0.157377E+03 -0.293520E+02  0.239182E+02
   1       21238  235    0.903035E+02 -0.125099E+03 -0.258191E+01
   2       21241   16    0.205525E+02 -0.103728E+02  0.968725E+00
   1       21248  214    0.506860E+02 -0.164499E+02  0.322167E+02
   1       21249  208    0.926376E+02 -0.314673E+02  0.220457E+02
   2       21250   15    0.154875E+02 -0.690358E+01 -0.468105E+01
   1       21253  218    0.552816E+02  0.959254E+02 -0.279949E+02
   2       21255   12    0.134079E+02 -0.508889E+01  0.132035E+02
   1       21256  230    0.974524E+02  0.691733E+02  0.251649E+02
   2       21258    5    0.343758E+01 -0.886786E+01  0.451866E+00
   1       21259  216    0.128464E+03 -0.372357E+02  0.797681E+02
   2       21260    9    0.607502E+01 -0.172901E+02 -0.673866E+01
   2       21261   20    0.177990E+02 -0.312395E+02  0.393169E+01
   2       21262   14    0.115708E+02 -0.106904E+02  0.140830E+02
   1       21266  232    0.295510E+02 -0.104748E+03 -0.352232E+02
   2       21267    6    0.378513E+01 -0.936282E+01  0.316011E+01
   1       21269  200    0.533023E+02 -0.895509E+02  0.562845E+02
   2       21272   20    0.152831E+02 -0.211003E+02  0.109467E+01
   2       21273   10    0.824028E+01 -0.148603E+02  0.895996E+01
   1       21274  209    0.153132E+03 -0.170157E+02  0.221574E+02
   1       21276  215    0.634024E+02  0.995778E+00  0.820985E+02
   2       21277   13    0.154819E+02 -0.110154E+02  0.264901E+01
   2       21279   12    0.129298E+02 -0.881708E+00 -0.772387E+01
   2       21283   20    0.211103E+02 -0.178088E+02 -0.223783E+02
   1       21285  235    0.125534E+03 -0.399764E+02  0.152267E+03
   1       21286  224    0.702510E+02 -0.269346E+02  0.123369E+03
   1       21287  209    0.933189E+02 -0.101162E+03  0.717218E+02
   1       21291  223    0.951466E+02 -0.654055E+02  0.205288E+02
   2       21292   15    0.165592E+02 -0.141679E+02 -0.197801E+01
   2       21293    7    0.113733E+01 -0.450859E+01  0.671663E+01
   2       21299   18    0.481318E+01 -0.394229E+01 -0.177250E+02
   1       21300  210    0.319534E+02 -0.862819E+02  0.518713E+02
   1       21301  219    0.677577E+02 -0.109595E+03  0.473876E+02
   2       21308    7    0.759605E+01 -0.100805E+02 -0.245841E+01
   1       21313  209    0.300001E+02 -0.477422E+01  0.112451E+03
   2       21314   13    0.207356E+02 -0.796991E+01 -0.845282E+01
   2       21315   11    0.128510E+02 -0.153778E+02 -0.455638E+01
   2       21316   15    0.149652E+02 -0.201111E+02  0.162404E+02
   1       21321  222    0.378687E+02 -0.235539E+02  0.424668E+02
   2       21327   12    0.111208E+02 -0.129818E+02  0.499628E+01
   1       21329  213    0.898161E+02 -0.327246E+02  0.143355E+02
   1       21330  231    0.754161E+02 -0.375111E+02 -0.114396E+02
   1       21332  188    0.887354E+02 -0.453851E+02 -0.116839E+03
   1       21334  218    0.837108E+02  0.438945E+02  0.148313E+03
   1       21336  229    0.857210E+02 -0.161171E+03  0.160541E+03
   1       21337  218    0.934807E+02  0.515502E+02 -0.151709E+03
   1       21340  219    0.124781E+03 -0.521206E+02  0.840164E+01
   2       21341   19    0.675633E+01 -0.341289E+02  0.175776E+02
   2       21343   15    0.745758E+01  0.954003E+00 -0.112316E+02
   2       21344   12    0.996751E+01 -0.208178E+00  0.877194E+01
   2       21345   18    0.176164E+02 -0.601201E+01  0.162787E+02
   2       21350   20    0.211433E+02 -0.305324E+02 -0.358337E+01
   2       21354   15    0.503900E+01 -0.854016E+01  0.540294E+01
   1       21357  226    0.177479E+03 -0.870799E+02 -0.113384E+02
   2       21358   14    0.380319E+01 -0.137621E+02 -0.250351E+01
   1       21359  212    0.125782E+03 -0.572098E+02  0.166258E+02
   2       21361   15    0.237900E+01 -0.219323E+02 -0.147811E+02
   2       21363   16    0.925933E+01 -0.125022E+02  0.434912E+01
   2       21364   13    0.158185E+02 -0.200124E+02 -0.281578E+01
   1       21365  221    0.132394E+03 -0.571588E+02 -0.851474E+02
   1       21366  227    0.173131E+02 -0.237000E+03  0.393781E+02
   2       21370   20    0.257216E+02 -0.377539E+02 -0.181366E+01
   1       21371  215    0.833967E+02 -0.137460E+03  0.214177E+02
   2       21373   17    0.160499E+02 -0.158048E+02  0.663377E+01
   1       21378  223    0.114691E+03 -0.302875E+02 -0.959893E+02
   2       21379   14    0.217068E+01 -0.186735E+02 -0.343333E+01
   2       21380   14    0.161350E+02 -0.207031E+02 -0.312091E+01
   2       21381   18    0.137797E+02 -0.465464E+01  0.117861E+02
   2       21383   14    0.152285E+02 -0.204653E+02  0.134527E+02
   2       21384   10    0.764363E+01 -0.168328E+02 -0.259367E+00
   2       21386   19    0.116851E+02 -0.268256E+02  0.797809E+01
   2       21387   22    0.250580E+02 -0.134695E+02 -0.164599E+02
   1       21390  221    0.133570E+03 -0.454749E+01  0.960033E+02
   1       21391  215    0.128751E+03 -0.318164E+02 -0.511210E+02
   1       21392  236    0.612211E+02 -0.141139E+03  0.168006E+03
   2       21393   17    0.836235E+01 -0.247959E+02  0.707328E+00
   1       21397  240    0.165689E+02 -0.590336E+01  0.256527E+03
   2       21398   18    0.109397E+02 -0.290628E+02  0.198266E+01
   1       21402  232    0.109263E+03  0.141770E+03  0.256962E+01
   1       21403  229    0.187091E+03 -0.948365E+02 -0.519894E+02
   2       21404   13    0.179346E+02 -0.112288E+02 -0.685966E+01
   2       21406   15    0.122165E+02 -0.947076E+01  0.681408E+01
   1       21407  217    0.700666E+02 -0.138422E+01  0.856072E+02
   1       21408  219    0.128751E+03 -0.422064E+02  0.548318E+02
   1       21409  216    0.111195E+03 -0.735602E+01 -0.123771E+02
   2       21410   20    0.150532E+02 -0.165258E+02 -0.687461E+01
   2       21411    5    0.455713E+01 -0.322093E+01  0.368212E+01
   2       21415   11    0.365669E+01 -0.142793E+02 -0.697253E+01
   2       21417    5    0.275953E+01 -0.115077E+02 -0.291896E+01
   1       21422  225    0.831916E+02 -0.921811E+01  0.383802E+02
   2       21423   18    0.308137E+01 -0.225472E+02  0.130659E+02
   2       21424   18    0.705943E+01 -0.135966E+02 -0.393126E+01
   1       21426  215    0.845453E+02 -0.144090E+03 -0.990833E+02
   1       21427  232    0.706883E+02 -0.757067E+02  0.822861E+02
   2       21429   15    0.133080E+02 -0.192909E+02  0.662116E+01
   1       21434  225    0.127254E+03 -0.855108E+01 -0.812731E+02
   2       21436   16    0.200117E+02 -0.153079E+02  0.910332E+01
   1       21438  228    0.118397E+03  0.206863E+02  0.771922E+02
   1       21442  214    0.532758E+02 -0.916770E+02 -0.100916E+03
   1       21443  208    0.588498E+02 -0.599809E+02 -0.352534E+02
   1       21445  229    0.907851E+02  0.831859E+01  0.179483E+02
   1       21447  217    0.145619E+03 -0.133079E+02  0.611993E+02
   2       21448   15    0.108822E+02 -0.228276E+02  0.349779E+01
   2       21450   14    0.167535E+02 -0.175066E+02  0.169793E+00
   2       21455   11    0.130933E+02 -0.424522E+01  0.327028E+01
   2       21462    3    0.312091E+01 -0.751123E+01  0.189263E+00
   2       21466   21    0.125107E+02 -0.243843E+02 -0.123847E+02
   2       21470   19    0.584055E+01 -0.148098E+02  0.206591E+02
   2       21477    8    0.410805E+01 -0.445817E+01 -0.397174E+01
   1       21478  221    0.132344E+03 -0.851550E+02  0.771199E+01
   1       21480  220    0.891777E+02 -0.254600E+02 -0.142585E+03
   1       21481  218    0.384124E+02 -0.154533E+03 -0.398119E+01
   2       21483    4    0.559720E+01 -0.399004E+01  0.117452E+01
   2       21485    9    0.314171E+01 -0.192171E+02 -0.114217E+01
   2       21487    6    0.805538E+01 -0.102016E+02  0.358310E+01
   2       21490   14    0.109300E+02  0.737755E-01 -0.656975E+01
   1       21493  230    0.641632E+02 -0.168984E+03 -0.411763E+02
   2       21495   18    0.205295E+01 -0.161692E+02 -0.119392E+02
   2       21496   15    0.873322E+01 -0.158630E+02 -0.326637E+01
   1       21499  234    0.124419E+03 -0.117854E+03  0.571905E+02
   1       21501  238    0.676036E+02 -0.166314E+03 -0.515336E+01
   2       21507   17    0.146042E+02 -0.925108E+01 -0.212548E+02
   2       21508    9    0.237172E+01 -0.141363E+02  0.682170E+01
   1       21510  224    0.451158E+02 -0.102243E+03  0.141910E+03
   2       21512    9    0.180840E+01 -0.119636E+02  0.115561E+02
   1       21514  222    0.112234E+03 -0.159986E+03 -0.528934E+02
   1       21515  221    0.461191E+02 -0.278012E+02 -0.674812E+02
   1       21518  223    0.937999E+02  0.334038E+02  0.380348E+02
   2       21521   14    0.120845E+02 -0.251246E+02 -0.937633E+01
   2       21524    8    0.843072E+01 -0.617037E+01 -0.503626E+00
   2       21526   11    0.468110E+01 -0.799426E+01  0.540066E+01
   1       21528  214    0.964446E+01 -0.505003E+02  0.108295E+03
   1       21529  217    0.538046E+02 -0.501364E+02 -0.719560E+02
   1       21533  221    0.648420E+02 -0.200047E+03  0.971168E+02
   2       21536   16    0.189095E+02 -0.240364E+02  0.147759E+02
   1       21537  225    0.385929E+02 -0.840691E+02 -0.316014E+02
   1       21544  229    0.280319E+02 -0.152610E+03 -0.116502E+03
   2       21546   14    0.129629E+02 -0.182985E+02  0.512379E+01
   2       21548   16    0.656000E+01 -0.312134E+02  0.383738E+01
   2       21550   16    0.157364E+02 -0.353294E+02  0.323702E+01
   1       21551  215    0.979782E+02 -0.516368E+02 -0.296517E+02
   2       21554   14    0.121785E+02 -0.175992E+02 -0.860273E+01
   2       21555   15    0.744153E+01 -0.217437E+02  0.530873E+01
   2       21559   20    0.218280E+02  0.106726E+02 -0.263736E+01
   1       21560  216    0.526274E+02 -0.710540E+02  0.716927E+02
   2       21561    6    0.594973E+01 -0.174197E+02 -0.334693E+01
   1       21562  223    0.750811E+02  0.497397E+02  0.647223E+02
   2       21564   15    0.115261E+01 -0.171393E+02 -0.405438E+01
   1       21567  228    0.112957E+03 -0.958834E+02  0.117746E+03
   2       21569   18    0.657498E+01 -0.362663E+02  0.437960E+00
   2       21571    6    0.466757E+01 -0.126400E+02 -0.395984E+01
   1       21572  212    0.245984E+02 -0.796894E+02  0.756896E+02
   2       21573   13    0.865391E+01 -0.920063E+01 -0.512478E+01
   2       21577   11    0.240224E+01 -0.138068E+02  0.813355E+01
   2       21578   13    0.417388E+01 -0.193900E+02  0.952364E+01
   2       21580   11    0.155590E+02 -0.436662E+01  0.429761E+01
   2       21582   20    0.108861E+02 -0.301472E+02 -0.556086E+01
   2       21583    6    0.869502E+01 -0.109117E+02  0.193281E+01
   2       21584   15    0.158505E+02 -0.115337E+02  0.146395E+02
   1       21585  222    0.168956E+03 -0.128244E+03 -0.600694E+02
   1       21586  221    0.153525E+03 -0.733503E+02  0.118479E+03
   2       21587   20    0.521592E+01 -0.204390E+02 -0.205809E+02
   1       21588  218    0.632839E+02 -0.715658E+02 -0.445104E+02
   2       21591    7    0.997654E+01 -0.605358E+01  0.328658E+01
   2       21592   12    0.764333E+01 -0.208673E+02 -0.690618E+01
   1       21593  229    0.145715E+03 -0.340081E+02  0.809783E+02
   1       21595  185    0.115082E+02  0.602528E+02  0.676406E+02
   1       21596  208    0.628121E+02 -0.689312E+01 -0.149392E+02
   2       21597   17    0.109494E+02 -0.682793E-01  0.139647E+02
   2       21598   21    0.158997E+02 -0.398011E+02 -0.415481E+01
   2       21601   16    0.153833E+02  0.465893E+01  0.811928E+01
   2       21602   17    0.144956E+02 -0.196264E+02  0.103280E+02
   1       21603  213    0.182688E+03 -0.715683E+00  0.577421E+02
   2       21605   22    0.155989E+02  0.936968E+01  0.197792E+02
   2       21606   18    0.175940E+02 -0.174213E+02  0.110959E+02
   1       21610  237    0.182346E+03 -0.465324E+02 -0.855237E+02
   2       21614   14    0.771170E+01 -0.202143E+02  0.101157E+02
   2       21615   11    0.124651E+02 -0.266032E+01 -0.106957E+02
   2       21616   16    0.294963E+01 -0.460179E+01 -0.123484E+02
   1       21617  227    0.390867E+02 -0.174263E+02  0.657362E+01
   2       21619   15    0.159927E+02 -0.669238E+01 -0.912520E+01
   1       21622  234    0.592781E+02 -0.472097E+02 -0.698063E+02
   1       21624  211    0.325440E+02  0.630003E+02  0.424014E+01
   1       21627  232    0.111068E+03 -0.156096E+03 -0.190639E+02
   2       21628   15    0.174237E+02 -0.943726E+01 -0.982154E+01
   2       21630   20    0.100595E+02 -0.630904E+01  0.102065E+02
   2       21632    8    0.541689E+01 -0.762454E+01 -0.323666E+01
   1       21633  201    0.147591E+03 -0.979808E+02 -0.712112E+02
   1       21634  220    0.938406E+02 -0.296317E+02  0.216793E+01
   2       21635   15    0.680116E+01 -0.182174E+02  0.810069E+01
   1       21636  223    0.677266E+02 -0.151626E+02  0.136697E+03
   1       21637  222    0.945983E+02 -0.111321E+03 -0.321976E+02
   2       21640   14    0.765700E+01 -0.148192E+02 -0.115941E+02
   1       21641  233    0.117672E+03  0.991308E+01  0.388871E+02
   1       21642  228    0.104520E+03 -0.102202E+03 -0.920642E+02
   2       21643   20    0.167834E+02 -0.223218E+02  0.551551E+01
   2       21645   11    0.703832E+00 -0.194468E+02  0.349351E+01
   2       21648   12    0.870398E+01 -0.107653E+02  0.110391E+02
   1       21652  231    0.615856E+02 -0.170108E+03  0.115808E+03
   1       21655  212    0.780504E+02  0.143791E+03  0.736292E+02
   2       21656   16    0.945014E+01 -0.252759E+02  0.151279E+01
   2       21657    9    0.180631E+01 -0.225734E+02 -0.268733E+01
   2       21661   20    0.962469E+01 -0.299528E+02 -0.688849E+01
   2       21668   14    0.124377E+02 -0.224989E+02  0.279490E+01
   1       21670  216    0.103141E+03  0.107060E+02 -0.253972E+02
   2       21671    7    0.500496E+01 -0.957820E+01  0.494919E+01
   2       21672   18    0.562912E+01 -0.122064E+02  0.197473E+02
   1       21675  228    0.960437E+02 -0.158726E+03 -0.974908E+01
   2       21677   22    0.302016E+02 -0.281065E+02  0.210915E+02
   1       21680  209    0.331196E+02 -0.865810E+02  0.362348E+02
   2       21681   13    0.896808E+01 -0.186178E+02  0.190966E+02
   2       21683   12    0.130012E+02 -0.651659E+01 -0.384592E+01
   2       21685   11    0.392489E+01 -0.724980E+01 -0.148496E+01
   1       21688  216    0.775259E+02 -0.506420E+02 -0.320325E+02
   2       21689   10    0.119614E+02 -0.503443E+01 -0.264620E+01
   1       21690  210    0.893295E+02  0.394223E+02  0.344126E+01
   1       21691  221    0.959243E+02 -0.504604E+02  0.193355E+02
   2       21693   15    0.176983E+02 -0.502550E+01  0.703098E+01
   2       21698   21    0.135295E+02 -0.162637E+02  0.203729E+02
   1       21700  219    0.178537E+02 -0.789618E+02  0.105922E+03
   1       21701  230    0.114174E+03 -0.900704E+02  0.293041E+02
   2       21705   13    0.135762E+02 -0.517171E+01  0.120148E+02
   2       21706   15    0.104367E+02 -0.122937E+01 -0.591104E+01
   1       21708  220    0.569839E+02 -0.480415E+02 -0.226462E+02
   1       21709  216    0.136484E+02  0.185006E+02  0.897533E+02
   2       21712   10    0.805526E+01 -0.855055E+01 -0.837099E+01
   1       21717  191    0.445606E+02 -0.821429E+02 -0.440333E+02
   2       21721   19    0.585668E+01 -0.342783E+02 -0.302894E+01
   1       21722  216    0.178140E+03 -0.245778E+02  0.157812E+02
   1       21723  218    0.140120E+03 -0.124266E+03  0.612116E+01
   2       21727   15    0.613364E+01  0.750119E+01  0.203093E+02
   2       21728   13    0.117740E+02 -0.643526E+01 -0.279364E+01
   1       21729  214    0.114350E+03 -0.501665E+02 -0.357921E+02
   2       21731   11    0.921791E+00 -0.174770E+02  0.301855E+01
   2       21733   22    0.275028E+02 -0.689253E+01 -0.125898E+01
   2       21734   15    0.151841E+02 -0.795499E+01 -0.926676E+01
   2       21735   15    0.188149E+02 -0.205289E+02 -0.193381E+01
   1       21738  204    0.372132E+02 -0.465201E+02 -0.705098E+02
   2       21740   15    0.355920E+01 -0.298177E+02 -0.358574E+01
   1       21742  227    0.796959E+02  0.479077E+02 -0.232611E+02
   1       21746  228    0.156246E+03 -0.153067E+03  0.661202E+02
   2       21747   12    0.919464E+01 -0.137753E+02 -0.740628E+01
   1       21750  229    0.972533E+02 -0.719296E+02  0.433086E+02
   1       21753  235    0.736663E+02 -0.131698E+03 -0.147456E+03
   2       21756    9    0.893300E+01 -0.162327E+02 -0.923062E+01
   2       21757    4    0.282302E+01 -0.782585E+01  0.429420E+01
   2       21758   10    0.421139E+01 -0.590480E+01  0.556006E+01
   2       21760    6    0.352040E+01 -0.246184E+01 -0.295322E+01
   2       21761   14    0.439781E+01 -0.142159E+02  0.174399E+02
   1       21764  224    0.801361E+02  0.510658E+02 -0.103140E+03
   2       21767   10    0.860789E+01 -0.133301E+02  0.741694E+01
   2       21768   12    0.494608E+01 -0.191961E+02 -0.933905E+01
   2       21770   12    0.133779E+02 -0.154988E+02 -0.194932E+01
   1       21772  225    0.142423E+03  0.972206E+02 -0.859565E+02
   2       21775   10    0.763609E+01 -0.312178E+00  0.104609E+02
   1       21777  226    0.391838E+02 -0.582672E+02  0.595072E+02
   1       21779  217    0.547100E+02 -0.136678E+03  0.660362E+02
   2       21780    9    0.108458E+02 -0.130993E+02 -0.103730E+02
