 cpt#    psproj# nr.coll deposition site x,y,z
                         (Angs)
   2       47973   11    0.140039E+02 -0.791638E+01  0.107994E+02
   1       47974  222    0.101419E+03 -0.115210E+03 -0.629622E+02
   1       47975  222    0.562485E+02 -0.751590E+02  0.269708E+02
   2       47977   14    0.245342E+02  0.248898E+00 -0.512603E+01
   2       47978   16    0.207199E+02 -0.121716E+02  0.485702E+01
   2       47979   11    0.471982E+01 -0.198045E+02 -0.186285E+01
   2       47984   15    0.124525E+02 -0.116218E+02  0.206730E+02
   1       47985  208    0.559957E+02  0.837596E+02 -0.154075E+02
   1       47988  220    0.311607E+02 -0.693039E+02  0.859568E+02
   1       47989  236    0.187761E+02 -0.613232E+01  0.308305E+02
   2       47991   10    0.290332E+01 -0.128102E+02  0.353949E+01
   1       47997  230    0.380268E+02 -0.117115E+02  0.919098E+02
   1       47999  220    0.286348E+02 -0.134248E+03 -0.716723E+01
   1       48001  223    0.774550E+02 -0.729338E+02 -0.254194E+02
   1       48002  223    0.617335E+02  0.295485E+02  0.174891E+02
   2       48004   19    0.184881E+02 -0.238840E+02 -0.174178E+01
   2       48005   10    0.129565E+02 -0.105947E+02 -0.653949E+01
   1       48006  209    0.998988E+02 -0.136813E+03  0.416759E+01
   2       48007   23    0.704976E+01 -0.149796E+02  0.182100E+02
   1       48008  223    0.225701E+03 -0.148951E+03  0.494978E+02
   2       48011   19    0.202498E+02 -0.712577E+01 -0.277886E+01
   2       48016   10    0.378335E+01 -0.569447E+01 -0.645827E+00
   2       48017    7    0.175663E+01 -0.141698E+02 -0.137385E+01
   2       48022   14    0.515561E+01 -0.110794E+02  0.121616E+02
   1       48024  238    0.142008E+03 -0.271294E+02  0.147673E+03
   1       48026  221    0.177351E+03  0.871095E+02 -0.343139E+01
   2       48027   11    0.678513E+01 -0.225630E+02 -0.699212E+01
   2       48028   27    0.151253E+02 -0.460029E+02  0.125446E+01
   2       48029   15    0.120153E+02 -0.511639E+01 -0.343528E+01
   2       48030   17    0.121851E+02 -0.157599E+02 -0.372634E+01
   1       48032  231    0.422268E+02 -0.131578E+03  0.190448E+02
   2       48036   12    0.120701E+02 -0.924523E+01  0.371561E+01
   2       48037   15    0.162840E+02 -0.829559E+01 -0.110751E+02
   2       48041   18    0.248158E+02 -0.564419E+01 -0.391268E+01
   2       48042   11    0.798541E+01 -0.977753E+01  0.668835E+01
   2       48043   13    0.109809E+02 -0.223961E+01 -0.866500E+01
   2       48044   13    0.172448E+02 -0.160472E+01 -0.676384E+01
   1       48051  223    0.311341E+02 -0.148221E+03 -0.206597E+02
   2       48052   16    0.107986E+02 -0.298995E+02 -0.101687E+02
   1       48054  208    0.110193E+03  0.530719E+02 -0.157098E+02
   2       48055   10    0.101106E+02 -0.440211E+01  0.113399E+02
   2       48056   15    0.227561E+02 -0.135968E+02 -0.161564E+01
   2       48057   12    0.150078E+02 -0.932025E+00 -0.857607E+01
   1       48064  214    0.203695E+03 -0.578012E+02 -0.338331E+02
   2       48065   12    0.121256E+02 -0.126358E+02  0.574674E+00
   1       48066  227    0.139295E+03 -0.190405E+03  0.368622E+02
   2       48068   11    0.571259E+01 -0.409492E+01 -0.146412E+02
   2       48069    8    0.684152E+01 -0.162895E+02  0.129035E+01
   1       48070  199    0.470136E+02 -0.109223E+03  0.109591E+03
   2       48071   14    0.634046E+01 -0.276439E+02 -0.636093E+01
   2       48074   15    0.101455E+02 -0.230690E+02 -0.236854E+01
   2       48075   11    0.559214E+01 -0.211177E+02 -0.648388E+00
   1       48076  220    0.148829E+03 -0.782920E+02  0.113123E+03
   2       48077   21    0.132287E+02 -0.406887E+02 -0.104468E+02
   2       48078   16    0.136076E+01  0.798921E+01 -0.156598E+02
   2       48082   10    0.127444E+02 -0.342250E+01 -0.631819E+01
   2       48083   14    0.164720E+02  0.579359E+01 -0.104692E+02
   1       48087  213    0.346563E+02 -0.213008E+03  0.891404E+02
   1       48088  235    0.223980E+02  0.352645E+02 -0.852933E+02
   1       48091  214    0.100209E+03 -0.143217E+03 -0.480104E+01
   2       48094    9    0.760398E+01 -0.107256E+02 -0.219324E+01
   2       48097   17    0.177272E+02 -0.318545E+02  0.542973E+01
   2       48098    9    0.991219E+01 -0.997590E+01 -0.427596E+01
   2       48100   16    0.620103E+01 -0.240400E+02  0.251792E+01
   2       48102   17    0.170622E+02 -0.198917E+02 -0.121323E+02
   2       48107   16    0.510599E+01 -0.112605E+02 -0.256119E+01
   1       48108  222    0.122382E+03 -0.962064E+02  0.963395E+02
   1       48109  237    0.192854E+02 -0.155954E+03  0.131968E+02
   2       48110   16    0.179040E+02 -0.136039E+02  0.842743E+01
   1       48112  223    0.350654E+02 -0.155061E+03  0.311477E+02
   2       48116   17    0.750896E+01 -0.310904E+02  0.813238E+01
   1       48118  217    0.118495E+03 -0.103167E+03 -0.272489E+02
   2       48121   15    0.976575E+01 -0.179251E+02  0.993006E+01
   1       48122  225    0.356408E+02  0.800971E+02  0.146123E+03
   2       48124   20    0.244194E+02 -0.273116E+02  0.168888E+02
   2       48125   17    0.711804E+01 -0.132116E+02 -0.352043E-01
   2       48126   19    0.272785E+02 -0.259921E+02 -0.104877E+02
   2       48128   16    0.174990E+02 -0.113135E+02 -0.535740E+00
   1       48132  230    0.106775E+03 -0.782357E+02 -0.106747E+03
   1       48140  239    0.103792E+02 -0.607029E+02  0.322235E+02
   1       48141  214    0.114495E+03  0.143967E+02 -0.129559E+02
   1       48142  230    0.159018E+03 -0.703207E+02  0.160285E+03
   2       48144    5    0.180841E+01 -0.982215E+01 -0.431702E+01
   2       48151   10    0.148553E+02 -0.142613E+02 -0.125396E+01
   2       48154   13    0.150102E+02 -0.169536E+02 -0.811458E+01
   1       48155  221    0.288849E+02  0.393887E+02 -0.487056E+02
   1       48157  213    0.489607E+02 -0.140795E+03 -0.135733E+02
   2       48159   15    0.126576E+02 -0.123645E+02 -0.118425E+02
   1       48165  228    0.784954E+02 -0.340518E+02 -0.137882E+03
   1       48166  216    0.104617E+03  0.704264E+02 -0.118955E+03
   1       48168  233    0.329828E+02  0.387385E+01 -0.154539E+03
   2       48171   19    0.261369E+02 -0.282059E+02 -0.658115E+01
   2       48173   16    0.820733E+01 -0.176882E+02  0.989572E+01
   2       48181   22    0.237317E+02 -0.363503E+02 -0.208134E+02
   1       48186  223    0.123334E+03 -0.748596E+02  0.128553E+03
   2       48187   16    0.173548E+02 -0.102676E+02  0.560605E+01
   1       48192  224    0.123923E+03 -0.155646E+03  0.470986E+02
   1       48195  214    0.950613E+02  0.450320E+02  0.767997E+02
   2       48197   14    0.152748E+02 -0.476273E+01  0.654340E+01
   1       48198  225    0.160786E+02  0.966742E+02 -0.330917E+02
   2       48199    4    0.201921E+01 -0.120920E+02  0.127754E+01
   1       48200  199    0.460463E+02 -0.146278E+03  0.384413E+02
   2       48201   19    0.234270E+02  0.447732E+01 -0.975289E+01
   2       48202   17    0.148184E+02  0.132029E+01 -0.904573E+01
   2       48214    9    0.125199E+02 -0.193251E+02  0.467613E+00
   2       48216    9    0.575435E+01 -0.912444E+01 -0.819737E+01
   2       48221   13    0.780846E+01 -0.206703E+01  0.277966E+01
   1       48222  221    0.173959E+02 -0.743613E+02  0.506171E+02
   1       48225  229    0.151948E+03 -0.651896E+02  0.415091E+02
   1       48226  220    0.775172E+02  0.565486E+02 -0.201453E+02
   2       48230   19    0.121552E+02 -0.124230E+02  0.279704E+02
   2       48234   11    0.374463E+01 -0.344087E+01 -0.643893E+01
   2       48235    6    0.427785E+01 -0.789930E+01 -0.273868E+01
   2       48236   13    0.309715E+01 -0.141072E+02 -0.150447E+02
   2       48237   14    0.141275E+02 -0.230650E+02  0.140229E+02
   1       48239  224    0.441444E+02 -0.606050E+02  0.108523E+03
   1       48240  227    0.167889E+03 -0.938224E+02  0.159930E+02
   1       48245  230    0.137258E+03  0.536499E+02  0.455924E+02
   1       48250  207    0.643967E+02 -0.314637E+02 -0.168449E+02
   2       48252   17    0.215265E+02  0.289564E+01 -0.513945E+01
   1       48255  229    0.907375E+02 -0.191910E+03  0.723239E+02
   2       48258   27    0.236161E+02 -0.443266E+02  0.128920E+02
   2       48259   14    0.204865E+02 -0.734643E+00 -0.607546E+01
   1       48262  233    0.100764E+03 -0.144176E+03 -0.406272E+02
   2       48267   10    0.655654E+01 -0.175125E+02  0.538794E+01
   1       48268  214    0.867164E+02 -0.539688E+02  0.103003E+03
   1       48270  220    0.554631E+02 -0.121624E+03 -0.110478E+03
   2       48271   18    0.153220E+02 -0.145617E+02  0.120789E+02
   1       48272  222    0.967450E+02 -0.599864E+02  0.105223E+03
   2       48277   16    0.198765E+02 -0.266560E+02 -0.293016E+01
   1       48278  202    0.461306E+02 -0.979240E+02  0.307405E+02
   2       48280   18    0.620378E+01 -0.102143E+02  0.543285E+01
   2       48283   12    0.744494E+01 -0.867479E+00  0.126425E+02
   1       48285  231    0.727318E+02 -0.403034E+02 -0.800457E+02
   2       48286    6    0.736527E+01 -0.163497E+02 -0.281947E+01
   2       48287    5    0.345694E+01 -0.687827E+01 -0.333589E+01
   1       48288  214    0.499988E+02 -0.964494E+01 -0.712020E+02
   2       48291   19    0.146902E+02 -0.290623E+02  0.540475E+01
   2       48292   18    0.127494E+02 -0.139992E+02  0.244383E+02
   2       48296   11    0.988902E+01  0.113736E+02  0.704908E+01
   1       48297  223    0.491014E+02 -0.143611E+03  0.849635E+02
   1       48298  221    0.316298E+02 -0.360098E+02  0.163643E+02
   2       48299   12    0.231532E+01 -0.141545E+02  0.970872E+01
   2       48300   17    0.435434E+01 -0.177315E+02  0.151169E+02
   2       48303    9    0.576763E+01 -0.244727E+01  0.764143E+01
   2       48306   22    0.174230E+02 -0.909284E+01 -0.280606E+02
   1       48309  213    0.590700E+02  0.327869E+02 -0.791102E+02
   1       48314  233    0.210723E+02 -0.140207E+03  0.127408E+03
   2       48315    8    0.438659E+01 -0.111581E+02  0.990281E+01
   1       48320  194    0.902692E+02  0.732366E+02  0.422657E+02
   2       48321   13    0.133300E+02 -0.223939E+02 -0.798762E+01
   1       48324  233    0.315735E+02 -0.776773E+02  0.144340E+03
   2       48325   10    0.971072E+01 -0.911615E+01  0.113620E+02
   2       48326   11    0.141973E+02 -0.771017E+01  0.959091E+01
   2       48327   12    0.104247E+02 -0.841651E+01 -0.709622E+01
   1       48331  225    0.830555E+02 -0.133161E+03 -0.150309E+02
   1       48332  218    0.660363E+02 -0.209155E+02  0.213767E+03
   1       48333  206    0.118757E+03 -0.565809E-01  0.162927E+03
   2       48335   15    0.174805E+02 -0.433858E+01  0.140752E+02
   2       48336   11    0.198448E+02  0.240983E+01 -0.112562E+00
   1       48338  210    0.570064E+02 -0.984820E+02  0.562093E+01
   2       48339   17    0.382249E+01 -0.307802E+01 -0.886740E+01
   1       48342  227    0.725114E+02  0.689728E+01  0.130350E+03
   1       48343  219    0.145315E+03 -0.748740E+01  0.785904E+02
   2       48346   28    0.196309E+02 -0.472482E+02 -0.948386E+01
   2       48352    8    0.662404E+01 -0.111660E+02 -0.860387E+01
   1       48354  226    0.187923E+02 -0.332184E+02  0.733565E+02
   2       48355   11    0.202355E+02 -0.346113E+01 -0.650979E+01
   1       48356  228    0.155326E+03  0.104255E+02  0.464656E+02
   2       48357   13    0.794757E+01 -0.318742E+01 -0.144406E+02
   1       48358  204    0.111074E+03 -0.193278E+03  0.491138E+02
   2       48360    8    0.131830E+02 -0.767707E+01 -0.877334E+01
   1       48361  240    0.222329E+02 -0.930619E+01 -0.556790E+02
   2       48362   13    0.936085E+00 -0.184195E+02 -0.196060E+02
   1       48365  216    0.113359E+03 -0.766638E+02  0.229836E+02
   1       48368  224    0.139376E+03  0.110643E+02  0.930097E+02
   2       48373   14    0.144948E+02 -0.792153E+00  0.112484E+02
   2       48374   16    0.181185E+02 -0.172913E+02 -0.551172E+01
   2       48375    6    0.173152E+01 -0.102470E+02  0.175163E+01
   2       48376   14    0.100855E+02 -0.136278E+02 -0.157681E+01
   2       48377   17    0.166458E+02 -0.224935E+02  0.440449E+00
   1       48378  221    0.115172E+03  0.297095E+02  0.136458E+03
   1       48381  228    0.137758E+03 -0.885801E+02  0.671912E+01
   2       48383    8    0.124692E+02 -0.495312E+01 -0.214088E+01
   2       48385   18    0.327426E+01 -0.284193E+02 -0.106489E+02
   2       48391   18    0.198808E+02 -0.286151E+02 -0.390345E+01
   1       48392  219    0.396359E+02 -0.911452E+02  0.135136E+02
   1       48393  205    0.173538E+03 -0.651290E+02 -0.336561E+02
   1       48395  219    0.405076E+02 -0.794606E+02 -0.337220E+02
   1       48397  214    0.640935E+02  0.385303E+02 -0.301120E+02
   1       48398  202    0.103962E+03 -0.168311E+03  0.124023E+03
   2       48402   18    0.218167E+02 -0.245741E+02  0.955365E+01
   2       48403   17    0.129382E+02 -0.333914E+02 -0.139146E+00
   2       48404   11    0.126287E+02 -0.197973E+02 -0.548664E-01
   2       48405   21    0.119191E+02  0.173952E+01  0.628680E+01
   1       48406  205    0.120338E+03 -0.722642E+02 -0.487959E+01
   2       48414    4    0.331520E+01 -0.895319E+01 -0.434713E+01
   2       48415   11    0.147113E+02 -0.164198E+02 -0.906030E+01
   2       48418    6    0.253451E+01 -0.105708E+02  0.237316E+01
   1       48419  217    0.883938E+02 -0.154284E+02 -0.284641E+02
   2       48420   16    0.687709E+01 -0.220461E+02 -0.110114E+01
   2       48421   16    0.253248E+02 -0.116646E+02  0.501066E+01
   2       48425   17    0.144495E+01  0.218679E+01  0.108580E+02
   2       48426   11    0.272247E+01 -0.625652E+01  0.338702E+01
   1       48427  228    0.110452E+03  0.194981E+01  0.280176E+02
   1       48429  226    0.720966E+02 -0.139820E+03 -0.122491E+03
   2       48431   15    0.855994E+01 -0.234813E+02  0.369179E+01
   1       48432  225    0.373683E+02 -0.222555E+03 -0.120913E+02
   1       48433  227    0.894662E+02  0.106232E+02  0.478450E+02
   1       48434  189    0.121593E+03  0.112490E+01 -0.172643E+02
   2       48436   12    0.174659E+02 -0.131852E+01 -0.288487E+01
   1       48438  212    0.341828E+02 -0.278335E+01 -0.854689E+02
   2       48439   12    0.124425E+02 -0.137457E+02 -0.241868E+01
   1       48440  163    0.103210E+03  0.666791E+02  0.666143E+02
   2       48442   17    0.145222E+02 -0.292342E+02 -0.411268E+01
   1       48446  219    0.788916E+02 -0.407078E+02  0.956353E+01
   2       48448   25    0.150166E+02 -0.468806E+02 -0.343038E+01
   2       48449    9    0.437497E+01 -0.139548E+02  0.547826E+01
   2       48454   16    0.236477E+02 -0.209007E+02 -0.657348E+01
   1       48455  219    0.100411E+03 -0.481663E+02  0.660311E+02
   1       48457  222    0.281300E+02  0.231458E+02 -0.258862E+02
   1       48459  235    0.160322E+03 -0.433359E+02  0.812516E+02
   1       48463  232    0.706489E+02 -0.165606E+03 -0.143260E+02
   2       48464   21    0.224735E+02 -0.133193E+02 -0.514142E+01
   2       48465    9    0.540019E+01 -0.144433E+02 -0.100925E+01
   2       48466   11    0.928642E+01 -0.168193E+02 -0.196653E+01
   1       48468  224    0.772884E+02 -0.149015E+03  0.105323E+01
   2       48469   14    0.570813E+01 -0.223508E+02  0.129711E+02
   1       48472  220    0.767463E+02 -0.434523E+02 -0.359939E+02
   2       48473   17    0.156183E+02 -0.299648E+02 -0.996941E+01
   2       48474   20    0.113799E+02 -0.293261E+02  0.176838E+02
   1       48481  227    0.167947E+02 -0.180667E+03  0.453554E+01
   1       48482  219    0.145685E+03 -0.350194E+02  0.106255E+03
   2       48487   24    0.239253E+02 -0.294594E+02  0.121418E+02
   2       48488   22    0.212905E+02 -0.119510E+02 -0.106069E+02
   2       48490   12    0.133565E+02 -0.137306E+02 -0.921526E+01
   1       48491  224    0.594467E+02 -0.174439E+03  0.195123E+02
   1       48494  233    0.255723E+02  0.141291E+02 -0.111729E+03
   2       48495   15    0.946612E+01 -0.207650E+02 -0.192366E+02
   2       48496   20    0.199056E+02 -0.106481E+02  0.928249E+00
   2       48497   15    0.110453E+02 -0.295179E+02  0.757737E+01
   2       48499   11    0.964070E+01 -0.142622E+02  0.870238E+01
   1       48500  200    0.891702E+02 -0.613455E+02 -0.166960E+02
   1       48501  236    0.351960E+02 -0.124968E+03 -0.871249E+02
   2       48502   14    0.138784E+02 -0.173540E+02 -0.109486E+02
   2       48503   15    0.168089E+02 -0.202665E+02 -0.466515E+01
   2       48505    6    0.351123E+01 -0.295312E+01  0.570992E+01
   2       48508   15    0.133942E+02 -0.454280E+01 -0.100049E+01
   2       48509   19    0.613064E+01 -0.131079E+02  0.356137E+01
   2       48514   21    0.827015E+01 -0.167319E+02  0.576458E+01
   1       48519  227    0.128743E+03 -0.165584E+03 -0.268964E+02
   1       48520  225    0.362217E+02  0.229676E+02 -0.108858E+02
   2       48521   12    0.127957E+02 -0.140029E+02  0.101202E+02
   1       48522  211    0.221938E+03 -0.571687E+02  0.517259E+02
   2       48524   13    0.164964E+02 -0.144079E+02  0.929826E+01
   2       48525   15    0.167832E+02 -0.360947E+01  0.553891E+01
   2       48527   19    0.159819E+02 -0.376816E+02 -0.100049E+01
   2       48529   23    0.323916E+02 -0.241946E+02 -0.523922E+01
   2       48530   21    0.584693E+01 -0.230919E+02  0.168560E+02
   1       48535  226    0.320186E+02 -0.142602E+03  0.146485E+03
   1       48539  229    0.175861E+03  0.120025E+01  0.302222E+02
   1       48542  229    0.726984E+02 -0.659407E+02 -0.362333E+02
   2       48543   15    0.864245E+01 -0.339161E+02 -0.152263E+01
   2       48545   26    0.529041E+01 -0.309526E+02 -0.249052E+02
